Taxonomy,SD3106,SD3107,SD3108,SD3109,SD3110,SD3111,SD3112,SD3113,SD3114,X139536_S27,X139537_S33,X139538_S35,X139539_COM,X139540_COM,X139541_S25,X139542_COM,X139543_S12,X139544_COM,X139545_S147,X139546_S148,X139547_S149,X139548_S150,X139549_S151,X139550_S152,X139551_S153,X139552_S154,X139553_S155,X139554_S156,X139555_S157,X139556_S158,X139557_S159,X139558_S160,X139560_S161,X139561_S162,X139562_S163,X139563_S164,X139564_S165,X139565_S166,X139566_S167,X139567_S168,X139568_S169,X139569_S170,X139570_S171,X139571_S172,X139572_S173,SD9007_COM,SD9008_S2,SD9009_S3,SD9010_S4,SD9011_COM,SD9012_S6,X139573_S174,X139574_S175,X139575_S176,X139576_S177,X139577_S178,X139578_S179,X139579_S180,X139580_S181,X139581_S182,X139582_S183,X139583_S184,X139584_S185,X139585_S186,X139586_S187,X139587_S188,X139588_S189,X139589_S190,X139590_S191
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__uncultured_graftm_48;g__uncultured_euryarchaeote_graftm_8;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__JdFR_43;f__uncultured_euryarchaeote_graftm_2;g__;s__,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Benthic_Group_D_and_DHVEG_1;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Benthic_Group_D_and_DHVEG_1;f__uncultured_archaeon_graftm_19;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__;g__;s__,39,47,23,153,142,246,2,2,5,653,671,659,1620,2079,586,941,407,794,84,37,86,529,571,536,123,398,1265,863,192,380,241,169,164,87,259,248,421,173,455,631,550,712,759,662,585,745,502,461,820,592,750,1325,1358,1529,638,524,754,676,528,417,449,467,648,347,500,471,187,469,381
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__marine_metagenome_graftm_17;g__;s__,3,10,0,20,22,28,1,1,0,32,38,33,22,36,7,36,32,46,5,3,2,11,10,11,21,68,83,21,3,9,11,2,4,26,50,65,52,31,64,47,36,43,47,41,28,53,50,56,28,14,48,37,43,38,23,22,26,128,122,78,19,28,32,26,38,31,47,99,60
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__metagenome_graftm_28;g__;s__,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,0,1,0,0,0,2,0,1
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__uncultured_archaeon_graftm_28;g__;s__,10,11,6,41,30,73,0,0,0,197,224,180,277,389,88,226,151,242,5,2,14,152,147,119,30,132,375,157,52,83,53,38,39,25,84,84,70,37,62,166,154,175,230,176,182,179,92,107,197,135,194,343,358,411,165,136,220,175,130,117,133,133,198,123,161,140,84,162,128
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__uncultured_euryarchaeote_graftm_39;g__;s__,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__uncultured_marine_archaeon;g__;s__,0,2,0,13,15,25,0,2,0,16,29,20,44,32,13,65,48,78,5,5,3,65,49,45,15,42,129,50,14,14,17,13,12,13,41,22,17,8,23,68,64,51,79,73,58,79,53,42,97,90,114,68,48,61,49,26,38,75,60,39,10,18,35,9,21,27,24,50,54
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_II;f__uncultured_marine_group_II_euryarchaeote;g__;s__,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_III;f__;g__;s__,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Marine_Group_III;f__uncultured_archaeon_graftm_51;g__;s__,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__uncultured_graftm_23;s__uncultured_archaeon_graftm_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__uncultured_graftm_92;g__uncultured_euryarchaeote;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__uncultured_graftm_118;f__uncultured_archaeon_graftm_20;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__uncultured_graftm_118;f__uncultured_Thermoplasmata_archaeon_graftm_2;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Hadesarchaeaeota;c__uncultured_archaeon_graftm_23;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Hydrothermarchaeota;c__;o__;f__;g__;s__,0,0,0,0,1,0,0,0,0,1,1,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,2,1,0,2,0,0,0
d__Archaea;p__Hydrothermarchaeota;c__uncultured_archaeon_graftm_48;o__;f__;g__;s__,1,0,0,4,5,1,0,0,1,3,7,3,20,26,4,5,2,3,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,2,3,0,0,1,0,1,5,12,13,10,27,0,1,1,9,4,17,7,7,6,4,2,2
d__Archaea;p__Nanoarchaeaeota;c__;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Nanoarchaeaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanoarchaeaceae;g__Nanoarchaeum;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__Aenigmarchaeales;f__;g__;s__,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__Aenigmarchaeales;f__uncultured_archaeon_graftm_42;g__;s__,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,2,0,3,1,2,3,2,0,2,0,0,0,0,1,1
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__Deep_Sea_Euryarchaeotic_Group_DSEG_;f__;g__;s__,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,3,5,3,0,3,2,1,3,3,0,0,0,0,0,0,1,0
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__Deep_Sea_Euryarchaeotic_Group_DSEG_;f__uncultured_archaeon_graftm_37;g__;s__,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,0,4,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,1,3,4,1,0,0,1,0,0,0,1,0,0
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__Deep_Sea_Euryarchaeotic_Group_DSEG_;f__uncultured_euryarchaeote_graftm_12;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
d__Archaea;p__Nanoarchaeaeota;c__Nanohaloarchaeia;o__uncultured_archaeon_graftm_53;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__;f__;g__;s__,6,4,5,39,18,25,76,77,68,32,18,9,35,25,13,45,30,79,33,13,21,25,24,23,20,23,68,14,17,8,18,14,12,27,6,19,42,13,28,36,58,21,77,75,200,64,65,25,79,44,74,32,30,51,31,25,95,93,59,109,18,7,14,10,10,10,56,85,78
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__marine_metagenome_graftm_36;f__;g__;s__,2,1,1,7,4,2,2,0,3,4,3,3,27,16,13,55,50,117,3,0,2,1,5,5,5,7,66,0,0,0,0,2,0,4,2,1,5,1,0,26,26,4,10,4,27,20,40,18,5,2,9,1,4,6,62,31,134,122,52,142,0,1,3,1,0,0,15,20,40
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__metagenome_graftm_65;f__;g__;s__,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__uncultured_archaeon_graftm_2;f__;g__;s__,3,1,3,6,2,4,11,5,1,8,0,6,5,8,2,10,6,10,7,3,3,9,11,3,4,2,18,2,3,1,3,1,5,13,0,3,10,4,11,8,3,3,7,9,17,3,7,3,7,4,6,8,6,12,3,4,9,10,10,22,4,1,2,0,2,1,7,6,15
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__uncultured_bacterium_graftm_3201;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__uncultured_crenarchaeote_graftm_18;f__;g__;s__,0,1,0,3,3,4,7,4,2,3,1,2,1,2,2,3,1,3,1,0,2,3,1,1,1,1,0,5,0,0,0,1,1,0,0,0,0,0,0,5,2,1,2,4,6,3,0,0,4,0,3,9,6,5,0,0,2,0,2,3,0,0,0,3,0,0,3,1,0
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__uncultured_euryarchaeote_graftm_3;f__;g__;s__,2,2,0,5,2,6,12,7,12,5,6,7,11,8,5,12,5,13,5,4,6,10,1,3,6,3,17,2,1,0,3,0,4,2,1,5,8,6,6,5,2,2,17,11,24,8,6,2,7,10,7,4,10,8,5,3,10,16,9,25,2,4,0,0,1,0,7,15,15
d__Archaea;p__Nanoarchaeaeota;c__Woesearchaeia;o__unidentified_archaeon_graftm_4;f__;g__;s__,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Group_1.1c;o__uncultured_archaeon_graftm_59;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__;f__;g__;s__,0,0,0,70,57,100,84,85,65,0,0,0,56,51,58,99,28,67,0,0,1,16,24,20,63,28,172,0,0,0,1,2,0,21,30,35,2,1,0,7,5,6,92,118,73,21,48,27,136,65,139,2,0,0,28,28,44,32,71,44,0,0,0,0,0,1,73,86,37
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__;s__,1,5,1,597,543,811,881,733,734,0,0,0,395,381,400,702,284,578,1,0,3,97,126,111,450,249,1618,2,0,0,3,2,4,217,305,396,3,0,2,29,31,40,694,942,733,147,170,108,1017,432,990,3,2,7,126,176,203,396,533,317,0,0,0,0,2,0,719,592,419
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosoarchaeum;s__,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosoarchaeum;s__uncultured_archaeon_graftm_68,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopelagicus;s__,0,0,0,2,1,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopelagicus;s__uncultured_archaeon_graftm_70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__,3,1,1,200,128,198,264,181,234,0,0,1,248,199,222,396,81,209,0,0,0,102,143,141,143,74,637,0,0,0,2,5,2,76,110,122,0,0,0,28,35,44,274,422,265,108,129,105,295,98,295,1,1,1,157,179,192,159,165,118,0,0,0,1,1,0,258,175,129
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__uncultured_archaeon_graftm_56,3,0,3,454,355,518,654,550,564,3,3,4,432,413,353,697,273,581,0,1,0,146,146,115,450,206,1653,1,3,0,14,12,5,215,295,362,3,0,0,46,42,48,694,1023,646,130,152,128,746,319,740,15,7,9,223,205,251,409,454,321,12,5,5,3,5,12,698,515,414
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__uncultured_crenarchaeote_graftm_5,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__uncultured_marine_archaeon_graftm_2,0,0,0,6,3,3,10,6,11,0,0,0,7,7,9,19,3,4,0,1,0,6,10,3,7,3,37,0,0,0,1,0,0,6,5,6,0,0,0,2,3,4,14,18,22,2,9,4,10,3,5,0,1,2,10,10,12,7,8,2,0,0,0,0,0,0,21,3,8
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__uncultured_marine_group_I_thaumarchaeote_graftm_1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;s__uncultured_thaumarchaeote,0,0,0,1,0,2,1,0,1,0,0,0,14,5,4,14,3,2,0,0,0,8,4,5,2,0,12,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,6,4,3,3,3,1,2,0,0,0,0,0,15,12,10,0,2,5,0,0,0,0,0,0,1,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosotenuis;s__,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosotenuis;s__uncultured_archaeon_graftm_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Cenarchaeum;s__,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Cenarchaeum;s__uncultured_Cenarchaeaceae_thaumarchaeote,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_archaeon_graftm_8;s__,1,0,0,25,14,22,26,23,16,0,0,0,29,12,21,26,10,4,0,0,0,4,8,12,9,4,35,0,0,0,0,1,0,4,4,9,0,0,0,4,2,1,35,41,17,6,10,5,30,18,30,0,0,0,8,13,6,5,10,7,0,0,0,0,0,0,18,10,3
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_bacterium_graftm_3074;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_crenarchaeote_graftm_6;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_marine_archaeon_graftm_1;s__,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_marine_group_I_thaumarchaeote;s__,0,0,0,0,2,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__uncultured_thaumarchaeote_graftm_6;s__,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__uncultured_archaeon_graftm_9;s__,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
